Red,Green,Blue,Clear,Distance_mm,Timestamp
69,66,63,124,-1,2026-01-21 11:20:51.192
70,68,66,129,1096,2026-01-21 11:20:51.336
72,70,67,132,1073,2026-01-21 11:20:51.480
70,68,65,127,-1,2026-01-21 11:20:51.624
68,64,61,120,-1,2026-01-21 11:20:51.751
64,61,57,114,8191,2026-01-21 11:20:51.894
65,70,64,139,-1,2026-01-21 11:20:52.021
66,74,67,151,-1,2026-01-21 11:20:52.147
58,63,58,126,-1,2026-01-21 11:20:52.273
63,70,64,140,389,2026-01-21 11:20:52.416
75,83,75,171,340,2026-01-21 11:20:52.560
91,95,89,196,354,2026-01-21 11:20:52.704
99,101,95,197,649,2026-01-21 11:20:52.848
116,116,112,221,716,2026-01-21 11:20:52.993
122,122,118,237,770,2026-01-21 11:20:53.137
123,122,119,239,772,2026-01-21 11:20:53.281
143,142,138,284,-1,2026-01-21 11:20:53.424
161,161,156,326,-1,2026-01-21 11:20:53.551
164,164,158,330,-1,2026-01-21 11:20:53.677
164,164,158,329,-1,2026-01-21 11:20:53.803
174,174,169,350,-1,2026-01-21 11:20:53.929
177,177,172,353,-1,2026-01-21 11:20:54.055
169,169,164,335,-1,2026-01-21 11:20:54.183
167,167,162,333,-1,2026-01-21 11:20:54.307
177,177,172,350,-1,2026-01-21 11:20:54.433
180,180,175,354,-1,2026-01-21 11:20:54.577
164,162,158,316,-1,2026-01-21 11:20:54.703
164,161,156,313,-1,2026-01-21 11:20:54.829
138,131,127,251,8191,2026-01-21 11:20:54.973
96,92,87,173,8191,2026-01-21 11:20:55.116
66,68,63,132,-1,2026-01-21 11:20:55.243
